Y40 11.58157 141.94126
Y09 11.88424 141.67714
Y85 12.29335 141.32222
Y07 12.23465 141.74996
Y06 11.93915 142.01289
Y03 11.92519 141.2607
H25 11.70143 142.30299
H26 10.85027 141.99813
H36 11.50162 141.7941
H28 11.31234 142.28917
H33 10.90268 142.45387
H34 10.99973 142.85276
