# 2016 12 15 14 25 14.36  11.8803  141.4615   12.00 -2.00  0.00  0.00  0.00          1
Y03        16.240   1.000   S
Y85         7.430   1.000   P
Y06         6.470   1.000   P
Y40         7.260   1.000   P
# 2016 12 22  3 32 50.68  12.0133  141.8332   10.00 -2.00  0.00  0.00  0.00         66
Y85         5.310   1.000   P
Y07         7.000   1.000   P
Y07         7.310   1.000   S
Y06         4.350   1.000   P
# 2016 12 22 12 57 40.52  11.7857  141.6772   10.00 -2.00  0.00  0.00  0.00         67
Y03         8.750   1.000   P
Y07        10.800   1.000   P
Y07        10.950   1.000   S
Y06         7.520   1.000   P
# 2016 12 22 13 27 53.94  12.4175  141.3405    5.00 -2.00  0.00  0.00  0.00         68
Y40         2.600   1.000   P
Y40         5.130   1.000   S
Y03        12.170   1.000   P
Y03        22.290   1.000   S
Y09         6.110   1.000   P
Y09        10.420   1.000   S
Y85         1.970   1.000   P
Y07        10.550   1.000   P
Y07        18.660   1.000   S
Y06         5.230   1.000   P
Y06         9.770   1.000   S
# 2016 12 22 13 45  2.32  11.6908  141.9265   12.00 -2.00  0.00  0.00  0.00         69
Y40         3.350   1.000   P
Y09         7.030   1.000   P
Y06         6.180   1.000   P
Y06        10.680   1.000   S
# 2016 12 22 14  5 33.15   9.9175  143.1575   10.00 -2.00  0.00  0.00  0.00         70
Y03        51.500   1.000   P
Y85        52.840   1.000   P
Y07        51.510   1.000   P
Y06        71.760   1.000   S
Y40        70.770   1.000   S
# 2016 12 22 17 17 27.43  12.0048  141.8515   16.40 -2.00  0.00  0.00  0.00         71
Y09         4.590   1.000   P
Y07         5.450   1.000   P
Y07         5.640   1.000   S
Y06         3.570   1.000   P
Y40         3.600   1.000   P
# 2016 12 23  5 50 15.98  11.8772  141.4582   10.00 -2.00  0.00  0.00  0.00         72
Y03         5.370   1.000   P
Y07         8.530   1.000   P
Y07        17.530   1.000   S
Y09         4.270   1.000   P
Y09        10.030   1.000   S
# 2016 12 23 14  6 52.55  11.8978  141.8310   88.00 -2.00  0.00  0.00  0.00         73
Y09        14.410   1.000   P
Y03        17.450   1.000   P
Y03        28.470   1.000   S
Y85        14.460   1.000   P
Y07        15.470   1.000   P
